Community District,Name,Indicator Category,Indicator,Indicator Description,Y2000,Y2006,Y2010,Y2016,Y2017,Y2000.Rank,Y2006.Rank,Y2010.Rank,Y16.17.Rank
BK 02,Fort Greene/Brooklyn Heights,Demographics,"Poverty rate, population under 18 years old",The number of people under 18 years old below the poverty line divided by the total population of that age group for whom poverty status was determined.,NA,26.2%,22.8%,16.6%,NA,NA,25,34,39
BK 02,Fort Greene/Brooklyn Heights,Demographics,Racial diversity index,The probability that two randomly chosen people in a given geographic area will be of a different race.,0.69,0.71,0.70,0.68,NA,9,5,6,12
BK 02,Fort Greene/Brooklyn Heights,Demographics,Single-person households,The share of households that include only one person.,NA,42.6%,37.6%,36.5%,NA,NA,9,9,10
BK 02,Fort Greene/Brooklyn Heights,Demographics,Unemployment rate,"The number of people aged 16 years and older in the civilian labor force who are unemployed, divided by the total number of people aged 16 years and older in the civilian labor force.",10.65%,6.79%,10.38%,6.27%,NA,21,33,28,32
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,FHA/VA-backed home purchase loans (% of home purchase loans),"The percentage of all first-lien loan originations, for the purchase of an owner-occupied home, condominium, or cooperative apartment that were insured or guaranteed by the FHA or VA, as reported by HMDA.",NA,0.0%,11.3%,0.0%,NA,NA,31,32,44
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,Higher-cost home purchase loans (% of home purchase loans),"The percentage of all first-lien loan originations, for the purchase of an owner-occupied 1-4 family home, that were reported as 'higher cost' under HMDA.",NA,6.7%,0.7%,0.2%,NA,NA,40,26,48
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,Higher-cost refinance loans (% of refinance loans),"The percentage of loan originations, for the refinancing of an owner-occupied 1-4 family home, that were reported as 'higher cost' under HMDA.",NA,21.9%,0.8%,1.0%,NA,NA,35,44,35
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Home purchase loan rate (per 1,000 properties)","The number of first-lien home purchase loan originations for owner-occupied 1-4 family buildings, condominiums, or cooperative apartments  divided by the total number of 1-4 family buildings, condominiums, and cooperative apartments.",NA,42.0,44.4,33.1,NA,NA,38,2,1
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,Home purchase loans in LMI tracts (% of home purchase loans),"The share of all first-lien loans, for the purchase of an owner-occupied 1-4 family building, condominium, or cooperative apartments, that were originated for homes in low- to moderate-income census tracts.",NA,19.1%,34.2%,23.8%,NA,NA,34,29,31
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,Home purchase loans to LMI borrowers (% of home purchase loans),"The share of all first-lien loan originations, for the purchase of an owner-occupied 1-4 family building, condominium, or cooperative apartment, that were made to low- to moderate-income borrowers.",NA,3.0%,3.7%,1.7%,NA,NA,33,48,48
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,Homeownership rate,The number of owner-occupied units divided by the total number of occupied housing units.,26.3%,37.8%,31.1%,29.5%,NA,28,21,26,29
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,Housing units,"The number of housings units, which can include a house, apartment, mobile home, group of rooms, or single room that is occupied (or is vacant and intended for occupancy) as separate living quarters.",NA,"55,999","60,967","66,909",NA,NA,22,19,15
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Index of housing price appreciation, 1 family building",The average price changes in repeated sales of the same 1 family properties (index=100 in 2000).,100.0,201.8,202.4,326.1,346.3,1,33,10,11
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Index of housing price appreciation, 2-4 family building",The average price changes in repeated sales of the same 2-4 family properties (index=100 in 2000).,100.0,259.3,230.3,461.8,492.8,1,9,4,5
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Index of housing price appreciation, 5+ family building",The average price changes in repeated sales of the same 5+ family properties (index=100 in 2000).,100.0,221.4,215.8,535.5,589.4,1,36,29,16
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Index of housing price appreciation, all property types",The average price changes in repeated sales of the same properties of any type (index=100 in 2000).,100.0,249.7,238.0,409.2,439.3,1,9,7,7
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Index of housing price appreciation, condominium",The average price changes in repeated sales of the same condominiums (index=100 in 2000).,100.0,258.8,247.7,410.8,443.3,1,19,12,8
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Median sales price per unit, 1 family building ($2017)",The median price per unit for one unit buildings.,"$851,427","$2,606,204","$2,053,452","$2,225,000","$3,628,968",6,10,8,6
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Median sales price per unit, 2-4 family building ($2017)",The median price per unit for two- to four-unit buildings.,"$246,312","$646,380","$441,923","$960,000","$881,905",9,8,9,8
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Median sales price per unit, 5+ family building ($2017)",The median price per unit for multifamily buildings.,"$90,193","$172,368","$132,772","$512,500","$556,605",13,12,21,6
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Median sales price per unit, condominium ($2017)",The median price per unit for condominiums.,"$317,481","$861,430","$668,024","$1,035,000","$1,098,572",15,9,11,9
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Notices of foreclosure rate (per 1,000 1-4 family and condo properties)","The rate of mortgage foreclosure actions initiated per 1,000 1-4 family properties and condominium units.",12.9,6.5,9.4,4.4,4.8,22,33,44,42
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Notices of foreclosure, all residential properties",The total number of residential properties that had mortgage foreclosure actions initiated against them.,80,59,103,54,59,25,35,39,35
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Notices of foreclosure, initial, 1-4 family and condo properties",The total number of 1-4 family properties and condominiums that had a new filing of mortgage foreclosure actions initiated against them after at least six years without having any such filings.,47,34,57,23,27,30,40,42,32
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Notices of foreclosure, repeat, 1-4 family and condo properties",The total number of 1-4 family properties and condominiums that had repeat filing of mortgage foreclosure actions initiated against them after already have such a filing in the previous six years.,14,11,30,22,24,22,33,31,39
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Pre-foreclosure notice rate (per 1,000 1-4 family and condo properties)","The number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units.",NA,NA,NA,22.5,NA,NA,NA,NA,44
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Pre-foreclosure notices, 1-4 family and condo properties",The total number of pre-foreclosure notices issued to homeowners of 1-4 family homes and condominium units. These notices are sent 90 days prior to starting a foreclosure action.,NA,NA,NA,"10,646",NA,NA,NA,NA,37
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Properties entering REO, 1-4 family",The total number of 1-4 family buildings that completed the foreclosure process and were acquired by the foreclosing lender.,3,1,2,1,1,36,29,38,35
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Refinance loan rate (per 1,000 properties)","The number of refinance loans for owner-occupied 1-4 family buildings, condominiums, and cooperative apartments divided by the total number of 1-4 family buildings, condominiums, and cooperative apartments in the given geographic.",NA,26.5,29.6,19.0,NA,NA,36,7,9
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,Rental vacancy rate,"The number of vacant, habitable, for-rent units divided by the number of renter-occupied units plus vacant, habitable, for-rent units.",NA,NA,4.8%,2.5%,NA,NA,NA,15,36
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Sales volume, 1 family building",The number of transactions of 1 family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,20,21,34,17,35,39,45,32,36
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Sales volume, 2-4 family building",The number of transactions of 2-4 family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,172,143,86,75,86,30,38,35,35
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Sales volume, 5+ family building",The number of transactions of 5+ family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,27,61,31,29,32,16,15,15,16
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Sales volume, all property types",The number of transactions of all residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,261,577,792,482,508,44,36,12,26
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Sales volume, condominium",The number of transactions of condominiums that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,42,352,641,361,355,23,11,6,8
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Serious housing code violations (per 1,000 privately owned rental units)","All violations that HPD defines as class C ('immediately hazardous') that were opened in a given time period, regardless of their current status.",NA,24.8,10.6,15.2,17.7,NA,32,51,48
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,Severe crowding rate (% of renter households),The share of all renter households in which there are more than 1.5 household members for each room in the unit.,NA,NA,2.7%,3.5%,NA,NA,NA,38,31
BK 02,Fort Greene/Brooklyn Heights,Housing Market and Conditions,"Total housing code violations (per 1,000 privately owned rental units)","All HPD violations defined as class A ('non-hazardous'), class B ('hazardous'), and class C ('immediately hazardous') that were opened in a given time period, regardless of their current status.",NA,138.0,49.0,75.1,87.3,NA,33,54,49
BK 02,Fort Greene/Brooklyn Heights,Land Use and Development,"Population density (1,000 persons per square mile)",The geographic area's population divided by its land area and is reported in thousands of people per square mile.,NA,35.9,40.3,46.1,NA,NA,29,26,21
BK 02,Fort Greene/Brooklyn Heights,Land Use and Development,Units authorized by new residential building permits,The number of units authorized by new residential building permits is derived from the building permit and jobs reports of the DOB.,151,"1,318",4,641,"1,341",27,3,40,1
BK 02,Fort Greene/Brooklyn Heights,Land Use and Development,Units issued new certificates of occupancy,The number of residential units in buildings issued new certificates of occupancy issued by the DOB each year.,86,488,"1,096","2,119","2,782",35,22,5,2
BK 02,Fort Greene/Brooklyn Heights,Neighborhood Services and Conditions,Car-free commute (% of commuters),"The percentage of workers who commute primarily by foot, bicycle, or public transportation, as a share of all workers over the age of 16 who do not work at home.",81.5%,84.7%,87.3%,88.7%,NA,9,5,8,6
BK 02,Fort Greene/Brooklyn Heights,Neighborhood Services and Conditions,Mean travel time to work (minutes),The mean commute time in minutes for commuters residing in the geographic area.,35.7,34.3,35.2,34.8,NA,46,44,45,47
BK 02,Fort Greene/Brooklyn Heights,Neighborhood Services and Conditions,Residential units within 1/2 mile of a subway station,"The percentage of residential units that are within a half mile walk of a station entrance for the New York City Subway, Long Island Rail Road, PATH, Amtrak, Metro-North Railroad, or Staten Island Railway.",NA,NA,NA,NA,94.4%,NA,NA,NA,19
BK 02,Fort Greene/Brooklyn Heights,Neighborhood Services and Conditions,Residential units within 1/4 mile of a park,The percentage of residential units that are within a quarter mile of a park.,NA,NA,NA,NA,97.4%,NA,NA,NA,14
